item,itemLabel,year,genreLabel
http://www.wikidata.org/entity/Q111353536,Megha Rao ( मेघा राव ),1982,female
http://www.wikidata.org/entity/Q112241511,Toyin Lawani,1982,female
http://www.wikidata.org/entity/Q112241942,Mimi Linda Yina,1982,female
http://www.wikidata.org/entity/Q112399464,Anna Pavlátová-Tejklová,1982,female
http://www.wikidata.org/entity/Q16300865,Isabel Jiménez,1982,female
http://www.wikidata.org/entity/Q16403911,Britt Samoson,1982,female
http://www.wikidata.org/entity/Q16730164,Eli James,1982,male
http://www.wikidata.org/entity/Q16855170,Mason Ewing,1982,male
http://www.wikidata.org/entity/Q1711923,Julia Starp,1982,female
http://www.wikidata.org/entity/Q2391534,Nadia Meiher,1982,female
http://www.wikidata.org/entity/Q5606635,Gregor Clemens,1982,male
http://www.wikidata.org/entity/Q5713963,Hendrik Vermeulen,1982,male
http://www.wikidata.org/entity/Q6067331,Paula Ballesteros Triguero,1982,female
http://www.wikidata.org/entity/Q6069931,Irina Shabayeva,1982,female
http://www.wikidata.org/entity/Q23711946,Anthony Vaccarello,1982,male
http://www.wikidata.org/entity/Q23883951,Nadine Merabi,1982,female
http://www.wikidata.org/entity/Q24457371,Julien Dossena,1982,male
http://www.wikidata.org/entity/Q17612524,Romain Kremer,1982,male
http://www.wikidata.org/entity/Q3660564,Carolina Marconi,1982,female
http://www.wikidata.org/entity/Q3807444,Jason Wu,1982,male
http://www.wikidata.org/entity/Q6509231,Leah McSweeney,1982,female
http://www.wikidata.org/entity/Q3218833,Lauren Jones,1982,female
http://www.wikidata.org/entity/Q27430244,Prince Julio César,1982,male
http://www.wikidata.org/entity/Q114493771,Rabim Naiebzada,1982,male
http://www.wikidata.org/entity/Q115340767,Anjali Phougat Dhingra,1982,female
http://www.wikidata.org/entity/Q115958700,Nkuli Mlangeni,1982,female
http://www.wikidata.org/entity/Q117023909,Mariya Milovidova,1982,female
http://www.wikidata.org/entity/Q6788966,Matt Levine,1982,male
http://www.wikidata.org/entity/Q7132085,Paola Hernandez,1982,female
http://www.wikidata.org/entity/Q18632451,Fiona Timantti,1982,female
http://www.wikidata.org/entity/Q18644622,Matjaž Plošinjak,1982,male
http://www.wikidata.org/entity/Q19617000,Ioana Ciolacu,1982,female
http://www.wikidata.org/entity/Q30106056,Bob Bland,1982,female
http://www.wikidata.org/entity/Q30527519,Shlomit Ofir,1982,female
http://www.wikidata.org/entity/Q108080997,Avedis Edward Guerboian,1982,female
http://www.wikidata.org/entity/Q84593642,Inge Konijn,1982,female
http://www.wikidata.org/entity/Q85756857,Diego Montoya,1982,male
http://www.wikidata.org/entity/Q95187939,Leonie Leuenberger,1982,female
http://www.wikidata.org/entity/Q95192345,Vera Berg,1982,female
http://www.wikidata.org/entity/Q11460363,Shūhei Ogawa,1982,male
http://www.wikidata.org/entity/Q101627961,Sepehr Maghsoudi,1982,male
http://www.wikidata.org/entity/Q104599880,Karolina Zmarlak,1982,female
http://www.wikidata.org/entity/Q15211605,Mai Lan,1982,female
http://www.wikidata.org/entity/Q110634094,Anjali Phougat,1982,female
http://www.wikidata.org/entity/Q97211845,Dinara Satzhan,1982,female
http://www.wikidata.org/entity/Q124620752,Q124620752,1982,female
http://www.wikidata.org/entity/Q105468656,Hatta Dolmat,1982,male
http://www.wikidata.org/entity/Q106880574,Sergio Guadarrama,1982,male
http://www.wikidata.org/entity/Q54861469,Sandra Rizk,1982,female
http://www.wikidata.org/entity/Q55831802,Pierre-Marie Agin,1982,male
http://www.wikidata.org/entity/Q56043493,Eliana Paco Paredes,1982,female
http://www.wikidata.org/entity/Q57737139,Sándor Szandra,1982,female
http://www.wikidata.org/entity/Q61700018,Ariana Rockefeller,1982,female
http://www.wikidata.org/entity/Q66119468,Céline Semaan Vernon,1982,female
http://www.wikidata.org/entity/Q67285479,Svitlana Bevza,1982,female
http://www.wikidata.org/entity/Q21642274,Ashton Michael,1982,male
http://www.wikidata.org/entity/Q626091,Lee Ji-sun,1983,female
http://www.wikidata.org/entity/Q705844,Alexander Wang,1983,male
http://www.wikidata.org/entity/Q181630,Sayo Hayakawa,1983,female
http://www.wikidata.org/entity/Q215546,Carrie Underwood,1983,female
http://www.wikidata.org/entity/Q216298,Nicky Hilton,1983,female
http://www.wikidata.org/entity/Q4767525,Anna Suzuki,1983,female
http://www.wikidata.org/entity/Q4823275,Austin Scarlett,1983,male
http://www.wikidata.org/entity/Q1606874,Henry Holland,1983,male
http://www.wikidata.org/entity/Q12324330,Leslie Ming,1983,male
http://www.wikidata.org/entity/Q12359849,Astra Mõistlik,1983,female
http://www.wikidata.org/entity/Q12372513,Piret Ilves,1983,female
http://www.wikidata.org/entity/Q16222202,Olivia von Halle,1983,female
http://www.wikidata.org/entity/Q16222263,Lubica Kucerova,1983,female
http://www.wikidata.org/entity/Q16222264,Michael Kuluva,1983,male
http://www.wikidata.org/entity/Q16222550,Nidhi Yasha,1983,female
http://www.wikidata.org/entity/Q5271149,Diana Eng,1983,female
http://www.wikidata.org/entity/Q16359719,Katja Sehurina,1983,female
http://www.wikidata.org/entity/Q16406657,Lilli Jahilo,1983,female
http://www.wikidata.org/entity/Q16408044,Ksenia Joost,1983,female
http://www.wikidata.org/entity/Q16731199,Kate Lambert,1983,female
http://www.wikidata.org/entity/Q16733945,Kimberly Ovitz,1983,female
http://www.wikidata.org/entity/Q16913526,Łukasz Jemioł,1983,male
http://www.wikidata.org/entity/Q17002361,Shivaji Dutta,1983,male
http://www.wikidata.org/entity/Q17183563,Jonathan Koon,1983,male
http://www.wikidata.org/entity/Q2028055,Michael Barnaart van Bergen,1983,male
http://www.wikidata.org/entity/Q2356220,Tatiana Santo Domingo,1983,female
http://www.wikidata.org/entity/Q2532731,Vieze Fur,1983,male
http://www.wikidata.org/entity/Q24572310,Emilia Wickstead,1983,female
http://www.wikidata.org/entity/Q24887669,Daichi Miura,1983,male
http://www.wikidata.org/entity/Q18205868,Louis-Marie de Castelbajac,1983,male
http://www.wikidata.org/entity/Q3661501,Catherine Daza,1983,female
http://www.wikidata.org/entity/Q6281014,Joseph Altuzarra,1983,male
http://www.wikidata.org/entity/Q6500195,Lauren Elaine,1983,female
http://www.wikidata.org/entity/Q26435733,Diego Vanassibara,1983,male
http://www.wikidata.org/entity/Q27244632,Dexter Simmons,1983,male
http://www.wikidata.org/entity/Q27991548,Michelangelo Winklaar,1983,male
http://www.wikidata.org/entity/Q28418720,Leo Liao,1983,male
http://www.wikidata.org/entity/Q28715203,Ingy Alaa,1983,female
http://www.wikidata.org/entity/Q113437946,Nick Fouquet,1983,male
http://www.wikidata.org/entity/Q114214843,Craig Washington,1983,male
http://www.wikidata.org/entity/Q6779990,Meri Katrantzou,1983,female
http://www.wikidata.org/entity/Q6862214,Mimi Đurović,1983,female
http://www.wikidata.org/entity/Q18753390,Sille Sikmann,1983,female
http://www.wikidata.org/entity/Q20065320,Michael Costello,1983,male
http://www.wikidata.org/entity/Q4065380,Andre Tan,1983,male
http://www.wikidata.org/entity/Q4685659,Adrien Sauvage,1983,male
http://www.wikidata.org/entity/Q4721342,Alexey Sorokin,1983,male
http://www.wikidata.org/entity/Q4746271,Amila Karunanayake,1983,male
http://www.wikidata.org/entity/Q29554429,Lisa Weinberg,1983,female
http://www.wikidata.org/entity/Q29556326,Rejina Pyo,1983,female
http://www.wikidata.org/entity/Q7301794,Rebecca Judd,1983,female
http://www.wikidata.org/entity/Q8060984,Yuliya Polishchuk,1983,female
http://www.wikidata.org/entity/Q10298807,Hugo Veiga,1983,male
http://www.wikidata.org/entity/Q107380011,Valentine Avoh,1983,female
http://www.wikidata.org/entity/Q108849803,Melik Kam,1983,male
http://www.wikidata.org/entity/Q7380461,Ruqsana Begum,1983,female
http://www.wikidata.org/entity/Q95110793,Markéta Urbanová,1983,female
http://www.wikidata.org/entity/Q104723884,Glenn Martens,1983,male
http://www.wikidata.org/entity/Q15829867,Cleo,1983,female
http://www.wikidata.org/entity/Q118959001,Jeffrey Ampratwum,1983,male
http://www.wikidata.org/entity/Q121300959,Bibi Chemnitz,1983,female
http://www.wikidata.org/entity/Q124507062,Kristi Ojasaar,1983,female
http://www.wikidata.org/entity/Q124684553,Georg Weissacher,1983,male
http://www.wikidata.org/entity/Q48976253,Teona Gardapkhadze,1983,female
http://www.wikidata.org/entity/Q105686420,Olivia Ghezzi Perego,1983,female
http://www.wikidata.org/entity/Q106432022,Roopaak,1983,female
http://www.wikidata.org/entity/Q20685053,Sasha P,1983,female
http://www.wikidata.org/entity/Q20880702,Natalia Fedner,1983,female
http://www.wikidata.org/entity/Q20976282,Suvigya Sharma,1983,male
http://www.wikidata.org/entity/Q20994744,Vanessa Alfaro,1983,female
http://www.wikidata.org/entity/Q21282387,Tonye,1983,female
http://www.wikidata.org/entity/Q75679850,Kristen Doute,1983,female
http://www.wikidata.org/entity/Q50379407,Tan France,1983,male
http://www.wikidata.org/entity/Q53505461,Ines Janković,1983,female
http://www.wikidata.org/entity/Q55436297,Olinda Chapel,1983,female
http://www.wikidata.org/entity/Q58007692,Heron Preston,1983,male
http://www.wikidata.org/entity/Q60284270,Arthur Arbesser,1983,male
http://www.wikidata.org/entity/Q63863875,Francesca Liberatore,1983,female
http://www.wikidata.org/entity/Q65938690,Ophelia Crossland,1983,female
http://www.wikidata.org/entity/Q120615607,Q120615607,1983,female
http://www.wikidata.org/entity/Q95402779,Zdeňka Bílková,1984,female
http://www.wikidata.org/entity/Q109681254,Aviad Arik Herman,1984,male
http://www.wikidata.org/entity/Q456169,Lauren Bush,1984,female
http://www.wikidata.org/entity/Q256708,Sabrina Bryan,1984,female
http://www.wikidata.org/entity/Q299138,Kid Cudi,1984,male
http://www.wikidata.org/entity/Q11616564,Chinatsu Wakatsuki,1984,female
http://www.wikidata.org/entity/Q30449,Avril Lavigne,1984,female
http://www.wikidata.org/entity/Q187832,Mandy Moore,1984,female
http://www.wikidata.org/entity/Q231182,Kelly Osbourne,1984,female
http://www.wikidata.org/entity/Q231270,Khloé Kardashian,1984,female
http://www.wikidata.org/entity/Q4858804,Barbara Casasola,1984,female
http://www.wikidata.org/entity/Q4924324,Blake Anderson,1984,male
http://www.wikidata.org/entity/Q16221890,Hannah Marshall,1984,female
http://www.wikidata.org/entity/Q16223565,Yuvna Kim,1984,female
http://www.wikidata.org/entity/Q5400768,Esteban Cortázar,1984,male
http://www.wikidata.org/entity/Q16728694,John Dumelo,1984,male
http://www.wikidata.org/entity/Q16734826,Pernia Qureshi,1984,female
http://www.wikidata.org/entity/Q1995892,Jérémy Chatelain,1984,male
http://www.wikidata.org/entity/Q2157818,Django Steenbakker,1984,male
http://www.wikidata.org/entity/Q2556675,Iris van Herpen,1984,female
http://www.wikidata.org/entity/Q6015702,Indashio,1984,male
http://www.wikidata.org/entity/Q24701056,Iman Aldebe,1984,female
http://www.wikidata.org/entity/Q17410486,Didit Hediprasetyo,1984,male
http://www.wikidata.org/entity/Q18085857,Georgia Hardinge,1984,female
http://www.wikidata.org/entity/Q3302695,Maxime Simoëns,1984,male
http://www.wikidata.org/entity/Q6125303,Sergio Alcalá,1984,male
http://www.wikidata.org/entity/Q6176358,Jeffrey Williams,1984,male
http://www.wikidata.org/entity/Q2724748,Aubrey O'Day,1984,female
http://www.wikidata.org/entity/Q27037285,Bart Hess,1984,male
http://www.wikidata.org/entity/Q27881272,Daniel Lismore,1984,male
http://www.wikidata.org/entity/Q28542177,Katya Lee,1984,female
http://www.wikidata.org/entity/Q28784533,Gosha Rubchinskiy,1984,male
http://www.wikidata.org/entity/Q114878235,Jerusha Couture,1984,male
http://www.wikidata.org/entity/Q7108795,Otis James,1984,male
http://www.wikidata.org/entity/Q18637927,Baron Von Fancy,1984,male
http://www.wikidata.org/entity/Q18764001,Nichole de Carle,1984,female
http://www.wikidata.org/entity/Q19561188,Devon Halfnight LeFlufy,1984,male
http://www.wikidata.org/entity/Q29420195,Liisi Eesmaa,1984,female
http://www.wikidata.org/entity/Q30122593,Brandon Maxwell,1984,male
http://www.wikidata.org/entity/Q30571413,Ade Hassan,1984,female
http://www.wikidata.org/entity/Q107328766,Meryll Rogge,1984,female
http://www.wikidata.org/entity/Q7326864,Richard Jewels,1984,male
http://www.wikidata.org/entity/Q20556596,Anar Agakishiev,1984,male
http://www.wikidata.org/entity/Q85877053,Rose Palhares,1984,female
http://www.wikidata.org/entity/Q87546239,Satoshi Kondo,1984,male
http://www.wikidata.org/entity/Q15228961,Tex Saverio,1984,male
http://www.wikidata.org/entity/Q118176197,Jade Marlin,1984,male
http://www.wikidata.org/entity/Q95950689,Rinat Brodach,1984,female
http://www.wikidata.org/entity/Q97195086,Miranda Makaroff,1984,female
http://www.wikidata.org/entity/Q122662243,Marieka Ratsma,1984,female
http://www.wikidata.org/entity/Q105565504,Sally Torpey,1984,female
http://www.wikidata.org/entity/Q105811792,Malvika Raj,1984,female
http://www.wikidata.org/entity/Q106860630,Sheetal Sharma,1984,male
http://www.wikidata.org/entity/Q107016040,Steven Oo,1984,male
http://www.wikidata.org/entity/Q107139276,Paula Cademartori,1984,female
http://www.wikidata.org/entity/Q20657262,Margeaux,1984,female
http://www.wikidata.org/entity/Q20855189,Mabel Simpson,1984,female
http://www.wikidata.org/entity/Q20914132,Satu Maaranen,1984,female
http://www.wikidata.org/entity/Q77388051,Selam Fessahaye,1984,female
http://www.wikidata.org/entity/Q80638426,Jessica Rich,1984,female
http://www.wikidata.org/entity/Q50505213,Ana Kras,1984,female
http://www.wikidata.org/entity/Q53710032,Jonathan Anderson,1984,male
http://www.wikidata.org/entity/Q57292731,Marta Ferri,1984,female
http://www.wikidata.org/entity/Q58358318,Sara Battaglia,1984,female
http://www.wikidata.org/entity/Q61731679,Patricia Osita Onumonu,1984,female
http://www.wikidata.org/entity/Q63862134,Rebekka Ruetz,1984,female
http://www.wikidata.org/entity/Q21856495,Alexandra Zapata,1984,female
http://www.wikidata.org/entity/Q96407921,Telfar Clemens,1985,male
http://www.wikidata.org/entity/Q13424634,Christian Siriano,1985,male
http://www.wikidata.org/entity/Q15534440,Ektor,1985,male
http://www.wikidata.org/entity/Q234595,Aya Ueto,1985,female
http://www.wikidata.org/entity/Q259385,Whitney Port,1985,female
http://www.wikidata.org/entity/Q292470,Isis King,1985,trans woman
http://www.wikidata.org/entity/Q15922419,Q15922419,1985,female
http://www.wikidata.org/entity/Q16146200,Kaylin Andres,1985,female
http://www.wikidata.org/entity/Q188648,Raven-Symoné,1985,female
http://www.wikidata.org/entity/Q228766,Rooney Mara,1985,female
http://www.wikidata.org/entity/Q4820148,Audrey Kitching,1985,female
http://www.wikidata.org/entity/Q4989709,Rebecca Simonsson,1985,female
http://www.wikidata.org/entity/Q11678442,Maiko Kurogouchi,1985,female
http://www.wikidata.org/entity/Q16224067,Zahra Yarahmadi,1985,female
http://www.wikidata.org/entity/Q112125633,Mossi Traoré,1985,male
http://www.wikidata.org/entity/Q112236975,Yomi Makun,1985,male
http://www.wikidata.org/entity/Q112462671,Rob Jay Nudds,1985,male
http://www.wikidata.org/entity/Q112506936,Eva Mchitarjan,1985,female
http://www.wikidata.org/entity/Q16596111,Lina Posada,1985,female
http://www.wikidata.org/entity/Q16683689,Yiqing Yin,1985,female
http://www.wikidata.org/entity/Q17160809,Noritaka Tatehana,1985,male
http://www.wikidata.org/entity/Q2490230,Omar Munie,1985,male
http://www.wikidata.org/entity/Q22050533,Stefano Catelli,1985,male
http://www.wikidata.org/entity/Q22078080,Draya Michele,1985,female
http://www.wikidata.org/entity/Q22126365,Masaya Kushino,1985,male
http://www.wikidata.org/entity/Q22931333,Alanoud Badr,1985,female
http://www.wikidata.org/entity/Q23761974,Misha Nonoo,1985,female
http://www.wikidata.org/entity/Q23928409,Lola Pop Brood,1985,female
http://www.wikidata.org/entity/Q24088522,Dion Lee,1985,male
http://www.wikidata.org/entity/Q24862546,Yuima Nakazato,1985,male
http://www.wikidata.org/entity/Q18209916,Olivier Rousteing,1985,male
http://www.wikidata.org/entity/Q18331261,Onch Movement,1985,male
http://www.wikidata.org/entity/Q6377488,Katie Larmour,1985,female
http://www.wikidata.org/entity/Q2624916,Janice,1985,male
http://www.wikidata.org/entity/Q27215471,Jennifer Stano,1985,female
http://www.wikidata.org/entity/Q28673677,Chriselle Lim,1985,female
http://www.wikidata.org/entity/Q28699100,Q28699100,1985,female
http://www.wikidata.org/entity/Q113634742,Q113634742,1985,female
http://www.wikidata.org/entity/Q115704889,Faraz Zaidi,1985,male
http://www.wikidata.org/entity/Q116046906,Veronika Kostková,1985,female
http://www.wikidata.org/entity/Q6835572,Michael van der Ham,1985,male
http://www.wikidata.org/entity/Q18390585,Yvette Hass,1985,female
http://www.wikidata.org/entity/Q19664058,Sophia Webster,1985,female
http://www.wikidata.org/entity/Q4237328,Mariya Kravtsova,1985,female
http://www.wikidata.org/entity/Q4251749,Vicky Shu,1985,female
http://www.wikidata.org/entity/Q29556899,Danny Cremers,1985,male
http://www.wikidata.org/entity/Q31900046,Eddie Fountain,1985,male
http://www.wikidata.org/entity/Q38617697,Daisy Kroon,1985,female
http://www.wikidata.org/entity/Q39086952,Barbara Sanchez-Kane,1985,female
http://www.wikidata.org/entity/Q7810530,Tiziana Domínguez,1985,female
http://www.wikidata.org/entity/Q107834628,Daniel Roseberry,1985,male
http://www.wikidata.org/entity/Q108409508,Nadia Bartel,1985,female
http://www.wikidata.org/entity/Q108880375,Christian Roth,1985,male
http://www.wikidata.org/entity/Q87474481,Bettina Kletzsch,1985,female
http://www.wikidata.org/entity/Q89899369,Kitzia Mitre,1985,female
http://www.wikidata.org/entity/Q11561665,Shibuya Zarny,1985,male
http://www.wikidata.org/entity/Q42997985,Loza Maléombho,1985,female
http://www.wikidata.org/entity/Q44472609,Diana Orving,1985,female
http://www.wikidata.org/entity/Q99215645,Maya Pixelskaya,1985,female
http://www.wikidata.org/entity/Q104003891,Tako Mekvabidze,1985,female
http://www.wikidata.org/entity/Q13134638,Anouk Wipprecht,1985,female
http://www.wikidata.org/entity/Q109860899,Melisa Marasli,1985,female
http://www.wikidata.org/entity/Q119137983,Olorunyomi Yomi Omoniyi,1985,male
http://www.wikidata.org/entity/Q97158626,Li Yanmo,1985,female
http://www.wikidata.org/entity/Q122935106,Joost Janszen,1985,male
http://www.wikidata.org/entity/Q107118271,Georg Lux,1985,male
http://www.wikidata.org/entity/Q20676534,Nabil El-Nayal,1985,male
http://www.wikidata.org/entity/Q51443851,Joanne Stoker,1985,female
http://www.wikidata.org/entity/Q51955227,Ana Ljubinkovic,1985,female
http://www.wikidata.org/entity/Q54778049,Quetzalcóatl Rangel,1985,male
http://www.wikidata.org/entity/Q61591816,Mihailo Anušić,1985,male
http://www.wikidata.org/entity/Q62574878,Stella Atal,1985,female
http://www.wikidata.org/entity/Q64009086,Al Sherrod Lambert,1985,male
http://www.wikidata.org/entity/Q64735327,Alberto Pretto,1985,male
http://www.wikidata.org/entity/Q64784077,Kazuha Kondo,1985,female
http://www.wikidata.org/entity/Q90395274,Pavel Berky,1986,male
http://www.wikidata.org/entity/Q112471742,Klára Haunerová,1986,female
http://www.wikidata.org/entity/Q234636,Heidi Montag,1986,female
http://www.wikidata.org/entity/Q268356,Allegra Versace,1986,female
http://www.wikidata.org/entity/Q16124651,Rakan Khalid,1986,male
http://www.wikidata.org/entity/Q230169,Lauren Conrad,1986,female
http://www.wikidata.org/entity/Q231228,Solange Knowles,1986,female
http://www.wikidata.org/entity/Q4957226,Brandy Aniston,1986,female
http://www.wikidata.org/entity/Q927877,Oliver Sykes,1986,male
http://www.wikidata.org/entity/Q1151944,Mary-Kate Olsen,1986,female
http://www.wikidata.org/entity/Q1193914,Ashley Olsen,1986,female
http://www.wikidata.org/entity/Q1195767,Mariko Shinoda,1986,female
http://www.wikidata.org/entity/Q12249757,Heba Jamal,1986,female
http://www.wikidata.org/entity/Q12306446,Claudia Rex,1986,female
http://www.wikidata.org/entity/Q16224358,Wes Gordon,1986,male
http://www.wikidata.org/entity/Q16231396,Lan Yu,1986,female
http://www.wikidata.org/entity/Q16231398,Raun Larose,1986,male
http://www.wikidata.org/entity/Q16231512,Ally Rehmtullah,1986,male
http://www.wikidata.org/entity/Q16231569,Tatuna Nikolaishvili,1986,female
http://www.wikidata.org/entity/Q16231629,Lisa Xu,1986,female
http://www.wikidata.org/entity/Q110866723,Disha Vadgama,1986,female
http://www.wikidata.org/entity/Q111817695,Disha Vadgama,1986,female
http://www.wikidata.org/entity/Q5517756,Gala Gonzalez,1986,female
http://www.wikidata.org/entity/Q5589835,Govind Kumar Singh,1986,male
http://www.wikidata.org/entity/Q23664188,Craig Green,1986,male
http://www.wikidata.org/entity/Q17403248,Suzan Mutesi,1986,female
http://www.wikidata.org/entity/Q18209916,Olivier Rousteing,1986,male
http://www.wikidata.org/entity/Q3350429,Olga Romanovskaya,1986,female
http://www.wikidata.org/entity/Q3394754,Franc Fernandez,1986,male
http://www.wikidata.org/entity/Q6377443,Katie Gallagher,1986,female
http://www.wikidata.org/entity/Q6385974,Kelly Carrington,1986,female
http://www.wikidata.org/entity/Q2641519,Annelien Coorevits,1986,female
http://www.wikidata.org/entity/Q27805280,Anniesa Hasibuan,1986,female
http://www.wikidata.org/entity/Q28683424,Leonard Wong,1986,male
http://www.wikidata.org/entity/Q28928973,Steak Anderson,1986,female
http://www.wikidata.org/entity/Q112838026,Badara Ndiaye,1986,male
http://www.wikidata.org/entity/Q116053676,Hana Tajima,1986,female
http://www.wikidata.org/entity/Q116973112,Cami James,1986,female
http://www.wikidata.org/entity/Q7090145,Omi Gurung,1986,male
http://www.wikidata.org/entity/Q18637619,Nahar The Mask,1986,male
http://www.wikidata.org/entity/Q20011577,Pilar Zeta,1986,female
http://www.wikidata.org/entity/Q4569518,Jenny Skavlan,1986,female
http://www.wikidata.org/entity/Q29419122,Katri Niskanen,1986,female
http://www.wikidata.org/entity/Q29617836,Hazel Renee,1986,female
http://www.wikidata.org/entity/Q30728965,Julien Scavini,1986,male
http://www.wikidata.org/entity/Q7922448,Veronica Scott,1986,female
http://www.wikidata.org/entity/Q95093963,Petra Páchová,1986,female
http://www.wikidata.org/entity/Q42969376,Simone Rocha,1986,female
http://www.wikidata.org/entity/Q43290694,Anita Beryl,1986,female
http://www.wikidata.org/entity/Q98822184,Maryna Rybalko,1986,female
http://www.wikidata.org/entity/Q99572935,Adejoke Lasisi,1986,female
http://www.wikidata.org/entity/Q104888120,Elisabeth Stray Pedersen,1986,female
http://www.wikidata.org/entity/Q13606845,Abigail Keats,1986,female
http://www.wikidata.org/entity/Q118725826,Ksenia Craven,1986,female
http://www.wikidata.org/entity/Q68147800,Dror Kontento,1986,male
http://www.wikidata.org/entity/Q124034318,Piret Puppart,1986,female
http://www.wikidata.org/entity/Q124419689,Madeline Pendleton,1986,female
http://www.wikidata.org/entity/Q124516159,Agnė Deveikytė,1986,female
http://www.wikidata.org/entity/Q106032634,Radmila Lolly,1986,female
http://www.wikidata.org/entity/Q20752157,Marie Lang,1986,female
http://www.wikidata.org/entity/Q20967845,Marina Hoermanseder,1986,female
http://www.wikidata.org/entity/Q21066955,Kerby Jean-Raymond,1986,male
http://www.wikidata.org/entity/Q21070859,Liam Massaubi,1986,male
http://www.wikidata.org/entity/Q50935031,Daria Pynzar,1986,female
http://www.wikidata.org/entity/Q51120464,Esha Sethi Thirani,1986,female
http://www.wikidata.org/entity/Q57661987,Pauline van Dongen,1986,female
http://www.wikidata.org/entity/Q59209762,Amine Bendriouich,1986,male
http://www.wikidata.org/entity/Q59572507,Domenique Heidy,1986,male
http://www.wikidata.org/entity/Q61314800,Ekaterina Malysheva,1986,female
http://www.wikidata.org/entity/Q62629906,Kwaku Bediako,1986,male
http://www.wikidata.org/entity/Q112546659,Martin Lacko,1987,male
http://www.wikidata.org/entity/Q112549498,Anna De Leo,1987,female
http://www.wikidata.org/entity/Q448031,Sirivannavari of Thailand,1987,female
http://www.wikidata.org/entity/Q706671,Naomi Watanabe,1987,female
http://www.wikidata.org/entity/Q242802,Kristin Cavallari,1987,female
http://www.wikidata.org/entity/Q16204137,Gert-Johan Coetzee,1987,male
http://www.wikidata.org/entity/Q122020,Hilary Duff,1987,female
http://www.wikidata.org/entity/Q16231862,Amaka Osakwe,1987,female
http://www.wikidata.org/entity/Q111112809,Risa Yamai,1987,female
http://www.wikidata.org/entity/Q5427880,Fabiola Arias,1987,female
http://www.wikidata.org/entity/Q5623172,Guðmundur Jörundsson,1987,male
http://www.wikidata.org/entity/Q24006190,Momo Wang,1987,female
http://www.wikidata.org/entity/Q25457977,Q25457977,1987,male
http://www.wikidata.org/entity/Q6479732,Lako Bukia,1987,female
http://www.wikidata.org/entity/Q6503743,Lawren Pope,1987,female
http://www.wikidata.org/entity/Q26689678,Noa Raviv,1987,female
http://www.wikidata.org/entity/Q27150263,Taisuke Koji,1987,male
http://www.wikidata.org/entity/Q27914592,Daniela Ettlerová,1987,female
http://www.wikidata.org/entity/Q115629849,Jazmin Yvette Gonzalez Luna,1987,female
http://www.wikidata.org/entity/Q116973097,Nadia Napreychikov,1987,female
http://www.wikidata.org/entity/Q19662092,Riky Rick,1987,male
http://www.wikidata.org/entity/Q19745771,Dena Rachman,1987,female
http://www.wikidata.org/entity/Q4251749,Vicky Shu,1987,female
http://www.wikidata.org/entity/Q4275255,Ivan Makarevich,1987,male
http://www.wikidata.org/entity/Q8019239,William Tempest,1987,male
http://www.wikidata.org/entity/Q8056414,Yotam Solomon,1987,male
http://www.wikidata.org/entity/Q8933801,Chiara Ferragni,1987,female
http://www.wikidata.org/entity/Q108335359,Adél Kovács,1987,female
http://www.wikidata.org/entity/Q109323148,Lunathi Mampofu,1987,female
http://www.wikidata.org/entity/Q7425739,Sassa Jimenez,1987,female
http://www.wikidata.org/entity/Q95188553,Maria Miottke,1987,female
http://www.wikidata.org/entity/Q41770551,Cedric Jacquemyn,1987,male
http://www.wikidata.org/entity/Q42301576,Adrianne Ho,1987,female
http://www.wikidata.org/entity/Q47172669,Q47172669,1987,male
http://www.wikidata.org/entity/Q119666316,Thabo Makhetha-Kwinana,1987,female
http://www.wikidata.org/entity/Q96774709,Moran tubul,1987,female
http://www.wikidata.org/entity/Q123106097,Paria Masumi,1987,female
http://www.wikidata.org/entity/Q124658888,Maureen Esisi,1987,female
http://www.wikidata.org/entity/Q106415275,Sandra Hagelstam,1987,female
http://www.wikidata.org/entity/Q21183725,John Carlson,1987,male
http://www.wikidata.org/entity/Q21285689,Naomi Ng'anga,1987,female
http://www.wikidata.org/entity/Q83947125,Farnaz Abdoli,1987,female
http://www.wikidata.org/entity/Q54860728,Ciera Rogers,1987,female
http://www.wikidata.org/entity/Q55413415,Meriem Lebdiri,1987,female
http://www.wikidata.org/entity/Q56043539,Kiko Kostadinov,1987,male
http://www.wikidata.org/entity/Q56223896,Jade Holland Cooper,1987,female
http://www.wikidata.org/entity/Q59160127,Melissa Percy,1987,female
http://www.wikidata.org/entity/Q61409818,Dominika Býmová,1987,female
http://www.wikidata.org/entity/Q62515963,Arielle Charnas,1987,female
http://www.wikidata.org/entity/Q84349774,Tamara Mascara,1987,male
http://www.wikidata.org/entity/Q30333016,Fiore Manni,1988,female
http://www.wikidata.org/entity/Q96757615,Shahar Avnet,1988,female
http://www.wikidata.org/entity/Q271895,Miliyah Kato,1988,female
http://www.wikidata.org/entity/Q4804845,Asher Levine,1988,male
http://www.wikidata.org/entity/Q4974802,Marly van der Velden,1988,female
http://www.wikidata.org/entity/Q5295367,Donaldson Sackey,1988,male
http://www.wikidata.org/entity/Q112221896,Soeren Le Schmidt,1988,male
http://www.wikidata.org/entity/Q16232408,Caroline Zoe Schumm,1988,female
http://www.wikidata.org/entity/Q23761018,Peggy Hartanto,1988,female
